Sex,FacultyName,HomeRegion
Female,School of Integrative Medicine,North
Female,School of Management,North
Male,School of Integrative Medicine,North
Male,School of Law,North
Male,School of Information Technology,North
Male,School of Sinology,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Nursing,North
Male,School of Liberal Arts,North
Male,School of Law,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Management,North
Female,School of Liberal Arts,North
Male,School of Management,North
Male,School of Nursing,North
Male,School of Liberal Arts,Central
Male,School of Management,North
Female,School of Liberal Arts,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Male,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Management,North
Male,School of Management,North
Female,School of Liberal Arts,North
Female,School of Information Technology,North
Female,School of Liberal Arts,North
Male,School of Integrative Medicine,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Female,School of Law,North
Male,School of Liberal Arts,North
Male,School of Management,North
Male,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Management,North
Male,School of Nursing,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Sinology,North
Female,School of Management,North
Male,School of Law,North
Female,School of Cosmetic Science,North
Male,School of Liberal Arts,North
Female,School of Liberal Arts,North
Male,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Male,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Law,North
Female,School of Management,North
Male,School of Integrative Medicine,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Management,North
Male,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Management,North
Male,School of Management,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Sinology,North
Male,School of Management,North
Male,School of Management,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Sinology,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Sinology,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Law,North
Female,School of Liberal Arts,North
Male,School of Liberal Arts,North
Male,School of Science,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Female,School of Integrative Medicine,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Law,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Sinology,North
Female,School of Management,North
Male,School of Integrative Medicine,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Male,School of Management,North
Male,School of Liberal Arts,North
Female,School of Sinology,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Law,North
Female,School of Sinology,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Male,School of Science,North
Female,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Management,North
Female,School of Agro-industry,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Health Science,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Agro-industry,North
Female,School of Management,North
Female,School of Information Technology,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Male,School of Nursing,North
Male,School of Management,North
Female,School of Law,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Law,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Male,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Law,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Male,School of Management,North
Male,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Management,North
Female,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Sinology,North
Male,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Law,North
Female,School of Sinology,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Management,North
Male,School of Information Technology,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Health Science,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Male,School of Information Technology,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Male,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Male,School of Management,North
Female,School of Sinology,North
Female,School of Cosmetic Science,North
Female,School of Law,North
Male,School of Law,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Male,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Management,North
Male,School of Sinology,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Integrative Medicine,North
Male,School of Integrative Medicine,North
Male,School of Integrative Medicine,North
Male,School of Cosmetic Science,North
Male,School of Law,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Sinology,North
Female,School of Health Science,North
Male,School of Law,North
Female,School of Management,North
Male,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Science,North
Female,School of Management,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Health Science,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Male,School of Law,North
Male,School of Liberal Arts,North
Female,School of Liberal Arts,North
Male,School of Liberal Arts,North
Male,School of Law,North
Female,School of Information Technology,North
Female,School of Liberal Arts,North
Male,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Information Technology,North
Male,School of Management,North
Male,School of Social Innovation,North
Female,School of Nursing,North
Male,School of Integrative Medicine,North
Male,School of Health Science,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Male,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Management,North
Female,School of Management,North
Male,School of Information Technology,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Law,North
Male,School of Liberal Arts,North
Female,School of Management,North
Female,School of Law,North
Female,School of Nursing,North
Female,School of Management,North
Male,School of Management,North
Female,School of Management,North
Male,School of Science,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Management,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Male,School of Liberal Arts,North
Male,School of Management,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Management,Central
Female,School of Management,North
Male,School of Management,North
Female,School of Sinology,North
Female,School of Integrative Medicine,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Male,School of Integrative Medicine,North
Male,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Law,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Sinology,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Law,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Law,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Male,School of Integrative Medicine,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Agro-industry,North
Female,School of Health Science,North
Female,School of Agro-industry,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Health Science,North
Male,School of Social Innovation,North
Male,School of Liberal Arts,North
Female,School of Social Innovation,North
Female,School of Law,North
Female,School of Sinology,North
Female,School of Management,North
Female,School of Management,North
Male,School of Nursing,North
Male,School of Information Technology,North
Female,School of Management,North
Male,School of Social Innovation,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Law,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Law,North
Male,School of Management,North
Male,School of Cosmetic Science,North
Male,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Male,School of Nursing,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Male,School of Management,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Law,North
Female,School of Liberal Arts,North
Female,School of Law,North
Male,School of Liberal Arts,North
Male,School of Management,North
Female,School of Management,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Management,North
Male,School of Management,North
Female,School of Management,North
Male,School of Information Technology,North
Female,School of Nursing,North
Female,School of Nursing,North
Male,School of Liberal Arts,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Information Technology,North
Male,School of Information Technology,North
Male,School of Management,North
Male,School of Liberal Arts,North
Male,School of Management,North
Male,School of Law,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Management,North
Male,School of Law,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Male,School of Information Technology,North
Female,School of Management,North
Male,School of Management,North
Male,School of Law,North
Male,School of Liberal Arts,North
Female,School of Management,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Social Innovation,North
Female,School of Liberal Arts,North
Female,School of Sinology,North
Female,School of Health Science,North
Male,School of Cosmetic Science,North
Female,School of Health Science,North
Female,School of Management,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Law,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Law,North
Female,School of Health Science,North
Male,School of Social Innovation,North
Female,School of Management,North
Male,School of Law,North
Male,School of Management,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Male,School of Management,North
Female,School of Social Innovation,North
Male,School of Integrative Medicine,North
Female,School of Liberal Arts,North
Female,School of Law,North
Male,School of Law,North
Female,School of Cosmetic Science,North
Male,School of Management,North
Female,School of Management,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Male,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Male,School of Health Science,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Information Technology,North
Male,School of Liberal Arts,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Law,North
Male,School of Science,North
Female,School of Social Innovation,North
Male,School of Information Technology,North
Female,School of Management,North
Male,School of Law,North
Male,School of Liberal Arts,North
Female,School of Management,North
Female,School of Management,North
Female,School of Law,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Law,North
Female,School of Management,North
Female,School of Management,North
Male,School of Management,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Male,School of Management,North
Female,School of Liberal Arts,North
Male,School of Law,North
Male,School of Integrative Medicine,North
Male,School of Information Technology,North
Male,School of Information Technology,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Management,Central
Female,School of Management,North
Male,School of Liberal Arts,North
Female,School of Information Technology,North
Female,School of Health Science,North
Male,School of Integrative Medicine,North
Female,School of Law,North
Male,School of Law,North
Male,School of Liberal Arts,Central
Male,School of Information Technology,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Health Science,North
Male,School of Integrative Medicine,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Science,North
Female,School of Sinology,North
Female,School of Nursing,North
Female,School of Sinology,North
Female,School of Nursing,North
Female,School of Health Science,North
Female,School of Law,North
Male,School of Management,North
Male,School of Information Technology,North
Male,School of Information Technology,North
Male,School of Management,North
Female,School of Management,North
Male,School of Information Technology,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Health Science,North
Female,School of Management,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Male,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Male,School of Management,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Information Technology,North
Female,School of Sinology,North
Male,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Nursing,North
Male,School of Law,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Social Innovation,North
Male,School of Cosmetic Science,North
Male,School of Management,North
Male,School of Law,North
Female,School of Management,North
Male,School of Liberal Arts,North
Male,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Social Innovation,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Male,School of Management,North
Male,School of Liberal Arts,North
Female,School of Nursing,North
Male,School of Nursing,North
Male,School of Social Innovation,North
Female,School of Management,North
Male,School of Management,North
Female,School of Law,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Management,North
Male,School of Liberal Arts,North
Female,School of Science,North
Female,School of Law,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Law,North
Male,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Nursing,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Management,North
Male,School of Sinology,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Health Science,North
Female,School of Cosmetic Science,North
Female,School of Sinology,North
Female,School of Nursing,North
Male,School of Liberal Arts,North
Female,School of Integrative Medicine,Central
Female,School of Law,North
Female,School of Management,North
Female,School of Health Science,North
Female,School of Nursing,North
Female,School of Management,North
Male,School of Integrative Medicine,North
Female,School of Sinology,North
Female,School of Nursing,North
Male,School of Information Technology,North
Female,School of Management,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Sinology,North
Female,School of Sinology,North
Male,School of Law,North
Female,School of Nursing,North
Male,School of Information Technology,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Male,School of Cosmetic Science,North
Male,School of Management,North
Male,School of Information Technology,North
Female,School of Management,North
Female,School of Sinology,North
Male,School of Nursing,North
Male,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Sinology,North
Female,School of Integrative Medicine,North
Male,School of Management,North East
Male,School of Law,North
Male,School of Management,North
Male,School of Liberal Arts,North
Male,School of Liberal Arts,North
Female,School of Law,North
Female,School of Sinology,North
Female,School of Social Innovation,North
Female,School of Sinology,North
Male,School of Information Technology,North
Male,School of Information Technology,North
Male,School of Management,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Sinology,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Male,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Male,School of Information Technology,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Management,North
Female,School of Sinology,North
Female,School of Management,North
Female,School of Law,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Law,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Integrative Medicine,North
Female,School of Integrative Medicine,North
Male,School of Management,North
Male,School of Information Technology,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Health Science,North
Female,School of Sinology,North
Female,School of Nursing,North
Female,School of Sinology,North
Female,School of Sinology,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Health Science,North
Female,School of Management,North
Male,School of Nursing,North
Male,School of Integrative Medicine,North
Male,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Male,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Male,School of Integrative Medicine,North
Female,School of Integrative Medicine,North
Female,School of Law,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Male,School of Social Innovation,North
Male,School of Management,North
Female,School of Health Science,North
Male,School of Liberal Arts,North
Female,School of Agro-industry,North East
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Integrative Medicine,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Sinology,North
Male,School of Information Technology,North
Male,School of Information Technology,North
Female,School of Nursing,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Male,School of Management,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Health Science,North
Female,School of Management,North
Male,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Agro-industry,North
Female,School of Sinology,North
Male,School of Sinology,North
Female,School of Law,North
Female,School of Law,North
Male,School of Science,North
Female,School of Integrative Medicine,North
Male,School of Sinology,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Health Science,North
Male,School of Law,North
Female,School of Law,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Male,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Male,School of Law,North
Female,School of Management,North
Female,School of Social Innovation,North
Female,School of Law,North
Female,School of Integrative Medicine,North
Male,School of Liberal Arts,North
Female,School of Health Science,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Male,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Male,School of Management,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Law,North
Female,School of Nursing,North
Female,School of Management,North
Male,School of Management,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Liberal Arts,North
Female,School of Health Science,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Male,School of Management,North
Male,School of Health Science,North
Female,School of Nursing,North
Male,School of Information Technology,North
Female,School of Social Innovation,North
Male,School of Law,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Health Science,North
Female,School of Management,North
Female,School of Management,North
Male,School of Liberal Arts,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Management,North
Male,School of Management,North
Female,School of Integrative Medicine,North
Male,School of Management,North
Male,School of Social Innovation,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Integrative Medicine,North
Female,School of Information Technology,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Health Science,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Female,School of Nursing,North
Male,School of Management,North
Female,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Male,School of Law,North
Female,School of Management,North
Female,School of Management,North
Female,School of Law,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Information Technology,North
Female,School of Sinology,North
Female,School of Management,North
Female,School of Information Technology,North
Male,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Male,School of Information Technology,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Cosmetic Science,North
Male,School of Law,North
Male,School of Law,North
Male,School of Law,East
Female,School of Integrative Medicine,North
Male,School of Integrative Medicine,North
Male,School of Science,North
Female,School of Liberal Arts,North
Male,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Male,School of Information Technology,North
Female,School of Sinology,North
Female,School of Social Innovation,North
Female,School of Nursing,North
Female,School of Law,North
Female,School of Management,North
Female,School of Management,North
Male,School of Management,North
Male,School of Cosmetic Science,North
Male,School of Health Science,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Agro-industry,North
Female,School of Integrative Medicine,North
Male,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Male,School of Law,North
Female,School of Management,North
Female,School of Sinology,North
Female,School of Health Science,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Management,Central
Female,School of Integrative Medicine,North
Female,School of Cosmetic Science,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Male,School of Management,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Management,North
Male,School of Law,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Male,School of Information Technology,Central
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Integrative Medicine,North
Male,School of Information Technology,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Health Science,North
Female,School of Management,North
Male,School of Management,North
Female,School of Law,North
Female,School of Liberal Arts,North
Female,School of Management,North
Female,School of Liberal Arts,South
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Management,North
Female,School of Law,North
Male,School of Integrative Medicine,North
Male,School of Information Technology,North
Female,School of Sinology,North
Female,School of Nursing,North
Female,School of Cosmetic Science,North
Female,School of Nursing,North
Female,School of Liberal Arts,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Integrative Medicine,North
Female,School of Social Innovation,North
Female,School of Management,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Nursing,North
Female,School of Management,North
Female,School of Cosmetic Science,North
Female,School of Management,North
Female,School of Nursing,North
Male,School of Sinology,North
Female,School of Nursing,North
Female,School of Sinology,North
Female,School of Social Innovation,North
Female,School of Management,North
Female,School of Agro-industry,North
Female,School of Sinology,North
Male,School of Law,North
Male,School of Nursing,North
Female,School of Cosmetic Science,North
Male,School of Liberal Arts,North
Female,School of Liberal Arts,North
Female,School of Liberal Arts,North
Male,School of Information Technology,North
Female,School of Liberal Arts,North
Female,School of Management,North
Male,School of Integrative Medicine,North
Female,School of Management,North
Female,School of Nursing,North
Female,School of Information Technology,North
Male,School of Information Technology,North
Female,School of Law,North
Female,School of Nursing,North
Female,School of Sinology,West
Female,School of Management,North East
Female,School of Law,North
Female,School of Management,East
Female,School of Sinology,North East
Female,School of Sinology,North
Female,School of Management,North East
Female,School of Sinology,Central
Female,School of Sinology,North East
Female,School of Sinology,East
Female,School of Management,North
Female,School of Management,Central
Female,School of Management,East
Male,School of Management,Central
Female,School of Sinology,Central
Female,School of Law,North
Female,School of Science,North East
Female,School of Sinology,North
Female,School of Management,Central
Female,School of Information Technology,North
Female,School of Law,Central
Female,School of Law,North
Female,School of Management,Central
Female,School of Science,North East
Female,School of Agro-industry,Central
Female,School of Sinology,West
Female,School of Management,Central
Female,School of Sinology,Central
Female,School of Management,East
Female,School of Health Science,Central
Female,School of Management,Central
Female,School of Sinology,West
Female,School of Management,North
Male,School of Sinology,East
Female,School of Agro-industry,North
Female,School of Law,East
Female,School of Management,North
Female,School of Law,West
Female,School of Sinology,Central
Female,School of Sinology,Central
Male,School of Health Science,Central
Female,School of Health Science,North
Female,School of Sinology,North
Female,School of Law,Central
Female,School of Sinology,South
Female,School of Management,South
Female,School of Management,North East
Male,School of Information Technology,North East
Male,School of Sinology,South
Female,School of Management,North
Female,School of Management,Central
Male,School of Management,West
Female,School of Management,Central
Female,School of Agro-industry,Central
Female,School of Management,West
Female,School of Law,North
Female,School of Management,North East
Female,School of Sinology,North East
Female,School of Management,North
Female,School of Management,North
Female,School of Management,Central
Female,School of Health Science,Central
Female,School of Management,North East
Female,School of Sinology,Central
Female,School of Law,West
Female,School of Management,East
Female,School of Sinology,Central
Female,School of Sinology,North
Female,School of Agro-industry,Central
Female,School of Management,Central
Female,School of Management,South
Female,School of Management,South
Male,School of Management,Central
Female,School of Management,Central
Male,School of Management,South
Female,School of Health Science,Central
Female,School of Health Science,North
Male,School of Management,South
Female,School of Sinology,Central
Female,School of Management,North
Female,School of Information Technology,North East
Female,School of Sinology,North
Female,School of Law,North East
Female,School of Management,North East
Female,School of Management,North
Female,School of Agro-industry,South
Female,School of Health Science,North East
Female,School of Law,South
Female,School of Agro-industry,North
Female,School of Management,East
Male,School of Management,Central
Female,School of Management,Central
Female,School of Law,North
Female,School of Management,South
Female,School of Sinology,North
